n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,precision,recall,f1,roc_auc,pr_auc
100,,10,5,sqrt,balanced,0.8411764705882353,0.9662162162162162,0.89937106918239,0.9983947230167532,0.9819754342945428
100,,10,5,sqrt,balanced_subsample,0.900709219858156,0.8581081081081081,0.8788927335640139,0.99793867841924,0.9768152965593352
100,,10,5,log2,balanced,0.7844311377245509,0.8851351351351351,0.8317460317460318,0.9910432841048392,0.8994731238814068
100,,10,5,log2,balanced_subsample,0.7976190476190477,0.9054054054054054,0.8481012658227848,0.9890075010215398,0.9103921427067121
200,5.0,2,1,sqrt,balanced,0.903448275862069,0.8851351351351351,0.89419795221843,0.9969609188021714,0.9663086963982586
200,5.0,2,1,sqrt,balanced_subsample,0.8775510204081632,0.8716216216216216,0.8745762711864407,0.9964355554258363,0.9614563040370161
200,5.0,2,1,log2,balanced,0.8376623376623377,0.8716216216216216,0.8543046357615894,0.9941918160060709,0.9359917203860422
200,5.0,2,1,log2,balanced_subsample,0.8731343283582089,0.7905405405405406,0.8297872340425532,0.9924369563948398,0.9279332618710824
200,5.0,2,2,sqrt,balanced,0.8671328671328671,0.8378378378378378,0.852233676975945,0.9960342361800245,0.9576426436438014
200,5.0,2,2,sqrt,balanced_subsample,0.8904109589041096,0.8783783783783784,0.8843537414965986,0.9957606094215166,0.9578763303504708
200,5.0,2,2,log2,balanced,0.7735849056603774,0.831081081081081,0.8013029315960912,0.9875882902340786,0.8852338775109263
200,5.0,2,2,log2,balanced_subsample,0.8297872340425532,0.7905405405405406,0.8096885813148789,0.9771722316268753,0.8814561385845844
200,5.0,2,5,sqrt,balanced,0.8732394366197183,0.8378378378378378,0.8551724137931035,0.9959028953359407,0.9563732332778712
200,5.0,2,5,sqrt,balanced_subsample,0.8783783783783784,0.8783783783783784,0.8783783783783784,0.99553441130115,0.9540566100535366
200,5.0,2,5,log2,balanced,0.7559523809523809,0.8581081081081081,0.8037974683544303,0.9903427996030588,0.8986017783545979
200,5.0,2,5,log2,balanced_subsample,0.837037037037037,0.7635135135135135,0.7985865724381626,0.9783397057965092,0.8765112710561296
200,5.0,5,1,sqrt,balanced,0.903448275862069,0.8851351351351351,0.89419795221843,0.9966508084758625,0.9627306916210483
200,5.0,5,1,sqrt,balanced_subsample,0.8767123287671232,0.8648648648648649,0.8707482993197279,0.9963479948631137,0.9604464241018638
200,5.0,5,1,log2,balanced,0.8376623376623377,0.8716216216216216,0.8543046357615894,0.9941334422975892,0.9355743419803231
200,5.0,5,1,log2,balanced_subsample,0.8666666666666667,0.7905405405405406,0.8268551236749117,0.991448251707431,0.9233680333730845
200,5.0,5,2,sqrt,balanced,0.8680555555555556,0.8445945945945946,0.8561643835616438,0.9960743681046057,0.9577037246471654
200,5.0,5,2,sqrt,balanced_subsample,0.8904109589041096,0.8783783783783784,0.8843537414965986,0.9957314225672758,0.9578351681255788
200,5.0,5,2,log2,balanced,0.7735849056603774,0.831081081081081,0.8013029315960912,0.9876503122993404,0.8849318889656796
200,5.0,5,2,log2,balanced_subsample,0.8297872340425532,0.7905405405405406,0.8096885813148789,0.9774276166014827,0.8815922797227074
200,5.0,5,5,sqrt,balanced,0.8732394366197183,0.8378378378378378,0.8551724137931035,0.9959028953359407,0.9563732332778712
200,5.0,5,5,sqrt,balanced_subsample,0.8783783783783784,0.8783783783783784,0.8783783783783784,0.99553441130115,0.9540566100535366
200,5.0,5,5,log2,balanced,0.7559523809523809,0.8581081081081081,0.8037974683544303,0.9903427996030588,0.8986017783545979
200,5.0,5,5,log2,balanced_subsample,0.837037037037037,0.7635135135135135,0.7985865724381626,0.9783397057965092,0.8765112710561296
200,5.0,10,1,sqrt,balanced,0.903448275862069,0.8851351351351351,0.89419795221843,0.9967456657521452,0.9636357972453102
200,5.0,10,1,sqrt,balanced_subsample,0.8767123287671232,0.8648648648648649,0.8707482993197279,0.9964027202148152,0.9605317702808907
200,5.0,10,1,log2,balanced,0.832258064516129,0.8716216216216216,0.8514851485148515,0.9945493549705213,0.9390001902106575
200,5.0,10,1,log2,balanced_subsample,0.8666666666666667,0.7905405405405406,0.8268551236749117,0.9916306695464363,0.9242403580142953
200,5.0,10,2,sqrt,balanced,0.863013698630137,0.8513513513513513,0.8571428571428571,0.9958153347732182,0.9562801925096854
200,5.0,10,2,sqrt,balanced_subsample,0.8904109589041096,0.8783783783783784,0.8843537414965986,0.9956839939291343,0.9554882931257632
200,5.0,10,2,log2,balanced,0.7590361445783133,0.8513513513513513,0.802547770700637,0.9900910629852314,0.8961716758513231
200,5.0,10,2,log2,balanced_subsample,0.8260869565217391,0.7702702702702703,0.7972027972027972,0.9788103438211428,0.8807110768966334
200,5.0,10,5,sqrt,balanced,0.8732394366197183,0.8378378378378378,0.8551724137931035,0.9959028953359407,0.9563732332778712
200,5.0,10,5,sqrt,balanced_subsample,0.8783783783783784,0.8783783783783784,0.8783783783783784,0.99553441130115,0.9540566100535366
200,5.0,10,5,log2,balanced,0.7559523809523809,0.8581081081081081,0.8037974683544303,0.9903427996030588,0.8986017783545979
200,5.0,10,5,log2,balanced_subsample,0.837037037037037,0.7635135135135135,0.7985865724381626,0.9783397057965092,0.8765112710561296
200,10.0,2,1,sqrt,balanced,0.92,0.9324324324324325,0.9261744966442953,0.9988471192574864,0.9867757248460225
200,10.0,2,1,sqrt,balanced_subsample,0.9090909090909091,0.8783783783783784,0.8934707903780069,0.9982268986048684,0.97942864058366
200,10.0,2,1,log2,balanced,0.8802816901408451,0.8445945945945946,0.8620689655172413,0.9949068939349717,0.9501022856543831
200,10.0,2,1,log2,balanced_subsample,0.9136690647482014,0.8581081081081081,0.8850174216027874,0.9965377094156792,0.9645747948828418
200,10.0,2,2,sqrt,balanced,0.8926174496644296,0.8986486486486487,0.8956228956228957,0.9977963925048158,0.9763871036521169
200,10.0,2,2,sqrt,balanced_subsample,0.8979591836734694,0.8918918918918919,0.8949152542372881,0.9980663709065437,0.9784592579170592
200,10.0,2,2,log2,balanced,0.7986577181208053,0.8040540540540541,0.8013468013468014,0.9887083357655713,0.8999240841881859
200,10.0,2,2,log2,balanced_subsample,0.8661417322834646,0.7432432432432432,0.8,0.9779748701184986,0.8823163272275711
200,10.0,2,5,sqrt,balanced,0.8734177215189873,0.9324324324324325,0.9019607843137255,0.9980189422684023,0.9780972802672977
200,10.0,2,5,sqrt,balanced_subsample,0.8774193548387097,0.918918918918919,0.8976897689768977,0.9980846126904442,0.9785163962819738
200,10.0,2,5,log2,balanced,0.810126582278481,0.8648648648648649,0.8366013071895425,0.991346097717588,0.9141922000992331
200,10.0,2,5,log2,balanced_subsample,0.8309859154929577,0.7972972972972973,0.8137931034482758,0.9843412526997839,0.8950540480909959
200,10.0,5,1,sqrt,balanced,0.9,0.9121621621621622,0.9060402684563759,0.9986610530617009,0.9847497748769305
200,10.0,5,1,sqrt,balanced_subsample,0.9219858156028369,0.8783783783783784,0.8996539792387543,0.9981977117506274,0.9796090869051873
200,10.0,5,1,log2,balanced,0.8675496688741722,0.8851351351351351,0.8762541806020067,0.9959977526122235,0.9579867928686924
200,10.0,5,1,log2,balanced_subsample,0.9064748201438849,0.8513513513513513,0.8780487804878049,0.9954869826630086,0.9591682470602921
200,10.0,5,2,sqrt,balanced,0.8986486486486487,0.8986486486486487,0.8986486486486487,0.9980007004845017,0.9780148809629698
200,10.0,5,2,sqrt,balanced_subsample,0.9027777777777778,0.8783783783783784,0.8904109589041096,0.997628568092931,0.9751154288441112
200,10.0,5,2,log2,balanced,0.7398843930635838,0.8648648648648649,0.7975077881619937,0.9901640301208335,0.8987907961214496
200,10.0,5,2,log2,balanced_subsample,0.8712121212121212,0.777027027027027,0.8214285714285714,0.9830935146809876,0.8999355769254919
200,10.0,5,5,sqrt,balanced,0.8734177215189873,0.9324324324324325,0.9019607843137255,0.9980189422684023,0.9780972802672977
200,10.0,5,5,sqrt,balanced_subsample,0.8774193548387097,0.918918918918919,0.8976897689768977,0.9980846126904442,0.9785163962819738
200,10.0,5,5,log2,balanced,0.810126582278481,0.8648648648648649,0.8366013071895425,0.991346097717588,0.9141922000992331
200,10.0,5,5,log2,balanced_subsample,0.8309859154929577,0.7972972972972973,0.8137931034482758,0.9843412526997839,0.8950540480909959
200,10.0,10,1,sqrt,balanced,0.9032258064516129,0.9459459459459459,0.9240924092409241,0.9986792948456015,0.9850383537875476
200,10.0,10,1,sqrt,balanced_subsample,0.9290780141843972,0.8851351351351351,0.9065743944636678,0.9983582394489521,0.9811850316786547
200,10.0,10,1,log2,balanced,0.8775510204081632,0.8716216216216216,0.8745762711864407,0.9951075535578775,0.9543584835252509
200,10.0,10,1,log2,balanced_subsample,0.920863309352518,0.8648648648648649,0.89198606271777,0.9954614441655478,0.964733606542063
200,10.0,10,2,sqrt,balanced,0.8717948717948718,0.918918918918919,0.8947368421052632,0.9982013601074077,0.9793529756668673
200,10.0,10,2,sqrt,balanced_subsample,0.9006622516556292,0.918918918918919,0.9096989966555183,0.9980335356955228,0.9775933504754061
200,10.0,10,2,log2,balanced,0.7884615384615384,0.831081081081081,0.8092105263157895,0.990900998190415,0.904248483870616
200,10.0,10,2,log2,balanced_subsample,0.8837209302325582,0.7702702702702703,0.8231046931407943,0.9816159301850447,0.8950938499463577
200,10.0,10,5,sqrt,balanced,0.8734177215189873,0.9324324324324325,0.9019607843137255,0.9980189422684023,0.9780972802672977
200,10.0,10,5,sqrt,balanced_subsample,0.8774193548387097,0.918918918918919,0.8976897689768977,0.9980846126904442,0.9785163962819738
200,10.0,10,5,log2,balanced,0.810126582278481,0.8648648648648649,0.8366013071895425,0.991346097717588,0.9141922000992331
