n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,precision,recall,f1,roc_auc,pr_auc,best_iteration
100,3,0.03,0.8,0.8,1,0.7130801687763713,1.0,0.8325123152709359,0.9991581539495669,0.9901555588929963,99
100,3,0.03,0.8,0.8,3,0.7130801687763713,1.0,0.8325123152709359,0.999161385604271,0.9901942331398152,99
100,3,0.03,0.8,1.0,1,0.7130801687763713,1.0,0.8325123152709359,0.9992276345257063,0.986998475756231,99
100,3,0.03,0.8,1.0,3,0.7130801687763713,1.0,0.8325123152709359,0.9992308661804103,0.9870371500030503,99
100,3,0.03,1.0,0.8,1,0.7071129707112971,1.0,0.8284313725490197,0.9994748561105743,0.9920419790260974,99
100,3,0.03,1.0,0.8,3,0.7071129707112971,1.0,0.8284313725490197,0.9994748561105743,0.9920419790260975,99
100,3,0.03,1.0,1.0,1,0.7100840336134454,1.0,0.8304668304668305,0.9992211712162978,0.9869226243302117,99
100,3,0.03,1.0,1.0,3,0.7100840336134454,1.0,0.8304668304668305,0.9992308661804103,0.98703715000305,99
100,3,0.05,0.8,0.8,1,0.7971698113207547,1.0,0.8871391076115486,0.9999563726614938,0.9993416643805544,99
100,3,0.05,0.8,0.8,3,0.7971698113207547,1.0,0.8871391076115486,0.9999660676256062,0.9994784276416031,99
100,3,0.05,0.8,1.0,1,0.7647058823529411,1.0,0.8666666666666667,0.9999434460426773,0.9990423094024694,99
100,3,0.05,0.8,1.0,3,0.7971698113207547,1.0,0.8871391076115486,0.9999434460426773,0.9990423094024694,99
100,3,0.05,1.0,0.8,1,0.8325123152709359,1.0,0.9086021505376344,0.9999612201435502,0.9992739348026045,99
100,3,0.05,1.0,0.8,3,0.8284313725490197,1.0,0.9061662198391421,0.9999612201435502,0.9992739348026046,99
100,3,0.05,1.0,1.0,1,0.7971698113207547,1.0,0.8871391076115486,0.9999660676256064,0.9992775560754094,99
100,3,0.05,1.0,1.0,3,0.7934272300469484,1.0,0.8848167539267016,0.9999660676256064,0.9992775560754095,99
100,3,0.1,0.8,0.8,1,0.9712643678160919,1.0,0.9854227405247813,0.9999515251794376,0.9994423310741564,99
100,3,0.1,0.8,0.8,3,0.9712643678160919,1.0,0.9854227405247813,0.9999515251794375,0.9994753150545389,99
100,3,0.1,0.8,1.0,1,0.9712643678160919,1.0,0.9854227405247813,0.999959604316198,0.9995455439863219,99
100,3,0.1,0.8,1.0,3,0.9602272727272727,1.0,0.9797101449275363,0.9999612201435502,0.9995455439863217,99
100,3,0.1,1.0,0.8,1,0.9548022598870056,1.0,0.976878612716763,0.9999531410067898,0.9993392217965448,99
100,3,0.1,1.0,0.8,3,0.9657142857142857,1.0,0.9825581395348837,0.9999499093520855,0.9993373681787977,99
100,3,0.1,1.0,1.0,1,0.9441340782122905,1.0,0.9712643678160919,0.9999434460426773,0.99933971932616,99
100,3,0.1,1.0,1.0,3,0.9441340782122905,1.0,0.9712643678160919,0.999936982733269,0.9992347198811712,99
100,5,0.03,0.8,0.8,1,0.8894736842105263,1.0,0.9415041782729805,0.9999676834529584,0.9996492047562566,99
